3.033314704895019531e+00 -1.337465882301330566e+00 6.176835894584655762e-01 4.777545630931854248e-01 -1.672123312950134277e+00
3.417048931121826172e+00 -1.693560242652893066e+00 1.470453023910522461e+00 3.325889706611633301e-01 -2.148170232772827148e+00
1.120131731033325195e+00 -7.694064974784851074e-01 6.918573379516601562e-01 6.331363320350646973e-01 -1.133130192756652832e+00
9.678969383239746094e-01 -8.743398189544677734e-01 9.007656574249267578e-02 1.385270595550537109e+00 -1.796905994415283203e+00
-6.635197252035140991e-02 -3.998413383960723877e-01 -2.188555710017681122e-02 2.378698140382766724e-01 -3.146358132362365723e-01
1.889986753463745117e+00 -6.589744091033935547e-01 -2.237110435962677002e-01 2.261520862579345703e+00 -1.585487723350524902e+00
8.737493753433227539e-01 -1.029085516929626465e+00 5.559261441230773926e-01 3.059066832065582275e-01 -1.200726151466369629e+00
7.022879123687744141e-01 -7.561847567558288574e-01 1.164213418960571289e-01 3.034186959266662598e-01 -7.644780874252319336e-01
2.036208152770996094e+00 -1.325591802597045898e+00 1.478714942932128906e-01 3.081892251968383789e+00 -3.192985534667968750e+00
4.385254383087158203e+00 -1.627196431159973145e+00 1.333249330520629883e+00 3.865229129791259766e+00 -3.797193288803100586e+00
2.700788497924804688e+00 -1.337880373001098633e+00 5.649857521057128906e-01 2.782104015350341797e+00 -2.993262290954589844e+00
3.251662015914916992e+00 -1.205629825592041016e+00 1.220192909240722656e+00 1.245815634727478027e+00 -2.919950485229492188e+00
3.063529968261718750e+00 -1.317525863647460938e+00 4.068791866302490234e-01 1.979283094406127930e+00 -2.740159034729003906e+00
4.323211312294006348e-01 -7.645472884178161621e-01 4.372535943984985352e-01 1.337414860725402832e+00 -1.357854008674621582e+00
1.590069979429244995e-01 -5.226492881774902344e-01 4.536864757537841797e-01 1.409431844949722290e-01 -4.874359965324401855e-01
2.157971143722534180e+00 -8.027269244194030762e-01 9.241036772727966309e-01 1.486636042594909668e+00 -2.612446784973144531e+00
3.199030876159667969e+00 -1.786767721176147461e+00 1.560782551765441895e+00 2.246558427810668945e+00 -2.861449956893920898e+00
9.346686601638793945e-01 -6.498748064041137695e-01 7.884488105773925781e-01 1.692197844386100769e-02 -7.850037813186645508e-01
-1.433134661056101322e-03 -1.371547430753707886e-01 1.688768267631530762e-01 2.733570039272308350e-01 -5.316343903541564941e-01
2.482354879379272461e+00 -7.180696725845336914e-01 4.150928556919097900e-02 1.449409484863281250e+00 -7.227842807769775391e-01
1.702258944511413574e+00 -7.320119142532348633e-01 9.893956780433654785e-02 1.765304684638977051e+00 -7.711239457130432129e-01
4.541324377059936523e-01 -4.305725693702697754e-01 6.505039930343627930e-01 5.864090323448181152e-01 -1.244933128356933594e+00
1.873775124549865723e+00 -9.709013104438781738e-01 6.966923475265502930e-01 3.466645181179046631e-01 -1.175851106643676758e+00
2.541983604431152344e+00 -1.419283390045166016e+00 8.864688873291015625e-01 2.667480468750000000e+00 -2.361954689025878906e+00
2.122531652450561523e+00 -1.768188953399658203e+00 1.070244312286376953e+00 2.533240795135498047e+00 -3.034291744232177734e+00
1.828720092773437500e+00 -1.903926610946655273e+00 7.176131010055541992e-01 2.954636096954345703e+00 -3.477528095245361328e+00
2.573118209838867188e+00 -2.151926040649414062e+00 1.233071446418762207e+00 3.091733455657958984e+00 -3.681484460830688477e+00
3.939247131347656250e+00 -1.810996651649475098e+00 7.894245982170104980e-01 2.085076332092285156e+00 -1.567743420600891113e+00
3.027922630310058594e+00 -1.655138731002807617e+00 7.033231854438781738e-01 2.040923833847045898e+00 -1.424737215042114258e+00
2.238770723342895508e+00 -2.110601663589477539e+00 5.086139440536499023e-01 4.285779953002929688e+00 -4.714923858642578125e+00
1.543118715286254883e+00 -3.585142195224761963e-01 2.332059144973754883e-01 1.596616387367248535e+00 -2.312433004379272461e+00
1.724532842636108398e+00 -5.405783653259277344e-01 3.016136884689331055e-01 5.532031059265136719e-01 -1.825283765792846680e+00
1.685876131057739258e+00 -1.049675583839416504e+00 9.395859241485595703e-01 1.378975510597229004e+00 -1.551618814468383789e+00
4.027211666107177734e-01 -4.352763295173645020e-01 3.217560052871704102e-02 7.783505916595458984e-01 -7.383522391319274902e-01
7.009599208831787109e-01 -1.065410673618316650e-01 2.883843183517456055e-01 -2.424111776053905487e-02 -5.116677284240722656e-01
1.998503208160400391e+00 -9.824225306510925293e-01 -9.584257751703262329e-02 1.569070696830749512e+00 -1.835827708244323730e+00
9.919364452362060547e-01 -5.378200411796569824e-01 1.246690034866333008e+00 9.684866666793823242e-01 -1.328472137451171875e+00
2.205991983413696289e+00 -9.223926663398742676e-01 7.584689259529113770e-01 3.232036113739013672e+00 -2.296937465667724609e+00
8.690957427024841309e-01 -1.046562939882278442e-01 -7.576747238636016846e-02 9.842840433120727539e-01 -1.254441857337951660e+00
7.164250016212463379e-01 -7.653916478157043457e-01 3.708521723747253418e-01 8.166476488113403320e-01 -9.905232787132263184e-01
6.934020519256591797e-01 -9.950625300407409668e-01 -9.303796291351318359e-02 2.954698562622070312e+00 -2.388414382934570312e+00
1.521779656410217285e+00 -1.012200832366943359e+00 4.745844006538391113e-01 1.827417492866516113e+00 -2.194288492202758789e+00
6.791870594024658203e-01 -5.737873911857604980e-01 7.198902368545532227e-01 9.388510882854461670e-02 -5.211713314056396484e-01
1.139700055122375488e+00 -3.571170568466186523e-01 3.580639660358428955e-01 2.330231904983520508e+00 -2.144822835922241211e+00
1.611066699028015137e+00 -7.009978294372558594e-01 2.077991664409637451e-01 1.003719568252563477e+00 -8.357615470886230469e-01
1.277586221694946289e+00 -3.666023015975952148e-01 -4.545288160443305969e-02 9.733934998512268066e-01 -3.659671545028686523e-01
1.659341335296630859e+00 -1.372467041015625000e+00 4.322289824485778809e-01 1.015625357627868652e+00 -1.797205567359924316e+00
2.042696714401245117e+00 -7.076446413993835449e-01 2.632521390914916992e-01 5.494765043258666992e-01 -1.545134425163269043e+00
1.650613784790039062e+00 -9.289600253105163574e-01 9.398534297943115234e-01 7.892404794692993164e-01 -1.774063229560852051e+00
1.983887553215026855e+00 -1.282621383666992188e+00 9.887039661407470703e-02 2.228759288787841797e+00 -1.528430104255676270e+00
2.446877956390380859e+00 -1.218910098075866699e+00 -5.281319841742515564e-02 2.241303682327270508e+00 -2.131652116775512695e+00
